0	1	14	10	8	2	13	4
0	2	6	3	2	11	9	3
0	4	1	12	14	15	7	5
0	14	8	1	1	9	11	14
1	1	3	1	14	8	3	13
0	6	13	4	4	1	15	11
0	5	2	7	6	12	4	8
0	9	10	12	9	4	9	15
1	5	8	13	13	6	8	2
1	10	7	1	7	15	5	1
1	8	2	2	3	8	7	7
1	7	1	15	9	2	15	12
1	8	9	13	14	5	9	12
1	1	5	11	10	14	10	5
1	9	4	10	7	7	12	7
1	12	10	9	11	1	5	4
1	8	15	11	7	13	1	8
1	15	12	6	4	11	3	9
1	3	6	7	5	2	11	10
1	5	1	10	15	3	5	11
1	9	11	6	6	3	6	5
1	6	3	14	7	5	4	3
1	2	9	15	1	8	1	4
1	3	1	5	12	9	8	7
1	11	15	14	6	11	5	15
1	4	6	6	11	6	13	1
1	9	5	4	3	13	2	13
1	14	7	13	8	14	4	6
1	10	14	9	12	14	3	3
1	4	12	7	3	4	8	14
1	11	7	8	14	2	2	9
1	6	10	15	15	10	12	5
1	10	13	2	13	12	13	9
1	14	11	12	5	1	1	3
1	13	10	6	8	5	10	14
1	15	4	13	12	10	15	10
1	4	8	14	10	8	14	6
1	7	3	8	3	12	9	1
1	15	9	10	5	9	2	2
1	13	13	7	2	7	1	12
1	15	5	1	2	4	6	6
1	10	12	3	6	13	12	2
1	2	3	11	13	7	15	15
1	11	4	5	15	5	11	1
1	12	14	15	5	11	6	13
1	1	12	2	9	10	2	8
1	7	13	3	11	4	10	10
1	3	5	14	1	7	7	11
1	13	4	8	1	14	6	2
1	3	15	4	13	15	3	4
1	12	7	5	10	13	13	12
1	5	14	12	4	10	14	7
1	12	15	2	2	6	11	11
1	14	2	11	11	3	14	13
1	6	8	8	12	15	10	15
1	2	11	9	4	12	8	6
1	8	11	3	15	9	4	9
1	11	6	9	9	3	7	14
1	7	9	5	8	1	14	8
1	13	2	4	10	6	12	10
