0	14	15	8	1	7	4	10
0	9	9	6	5	2	11	3
0	3	13	13	8	15	12	8
0	11	12	2	13	3	3	14
0	4	6	4	7	1	7	8
0	8	12	11	12	7	13	11
0	3	3	3	1	10	8	3
0	2	11	10	4	4	2	14
0	13	3	11	5	6	14	6
0	1	13	7	2	4	3	10
0	12	11	13	9	7	7	15
0	10	4	14	14	9	5	9
0	14	10	1	5	13	7	5
0	11	13	10	6	9	11	1
0	1	5	4	4	15	6	4
0	2	8	14	11	11	10	2
0	7	9	2	15	5	14	11
0	6	10	11	14	11	11	13
0	10	1	12	1	13	2	12
0	8	5	14	10	3	9	3
0	4	7	14	15	6	15	7
0	9	6	8	13	10	9	2
0	7	4	9	4	8	7	6
0	2	14	2	2	12	12	4
1	14	11	2	3	6	8	8
1	10	14	10	5	1	1	10
0	5	7	15	10	8	11	15
0	15	1	1	12	5	15	9
1	5	2	13	4	11	5	12
1	3	6	5	10	14	15	4
1	1	1	11	9	1	4	1
1	15	8	8	8	12	2	5
1	15	3	6	3	7	10	12
1	10	7	9	8	14	8	13
1	11	15	4	14	10	14	5
1	13	6	12	11	8	12	1
1	7	15	1	10	9	13	12
1	5	10	8	7	3	6	1
1	13	12	3	2	2	15	13
1	12	4	15	11	10	3	11
1	9	8	5	14	13	1	14
1	12	3	1	13	1	12	13
1	2	1	6	7	14	5	11
1	6	14	7	6	6	6	3
1	4	14	3	9	5	5	14
1	1	10	12	13	2	10	15
1	11	2	9	11	12	13	10
1	5	9	7	12	13	9	8
1	14	4	5	6	4	14	2
1	3	11	7	15	8	13	5
1	4	15	12	12	3	1	4
1	6	5	15	8	9	4	7
1	15	2	10	15	15	9	15
1	7	12	6	9	4	6	7
1	12	5	5	7	11	8	6
1	8	13	9	3	2	4	9
1	13	7	13	6	12	1	9
1	9	2	15	2	5	10	6
1	6	9	3	3	15	2	2
1	8	8	4	1	14	3	7
