0	13	3	9	4	14	7	6
0	10	7	5	7	3	5	10
0	14	12	14	14	1	8	11
0	5	10	3	1	9	10	5
0	12	6	3	5	3	9	14
0	9	12	6	2	14	2	13
0	14	4	2	13	13	11	1
0	11	11	11	7	5	14	11
1	2	13	9	9	3	3	11
0	10	4	12	10	11	2	2
0	4	11	6	6	8	7	7
0	3	3	10	8	7	1	12
1	4	7	3	3	13	8	8
1	13	2	11	9	9	11	7
0	6	13	7	8	5	12	5
0	3	1	8	5	12	14	4
1	1	12	12	7	7	12	7
1	5	4	8	14	2	9	8
0	3	8	4	13	6	6	9
0	13	9	1	3	10	2	10
1	11	2	6	3	1	6	6
1	2	3	5	11	6	11	2
1	7	10	1	5	7	5	13
1	12	1	4	10	8	12	1
1	11	1	12	9	2	10	13
1	13	6	5	2	11	1	3
1	6	5	10	14	8	3	10
1	14	9	13	5	6	4	5
1	3	2	2	10	14	4	8
1	2	14	14	2	9	13	14
1	12	9	7	14	4	7	12
1	1	6	9	3	5	10	2
1	6	11	1	12	11	6	4
1	8	14	9	1	7	14	3
1	4	8	11	11	14	5	14
1	9	9	5	8	1	10	7
1	9	10	4	7	4	3	4
1	10	14	10	12	6	9	13
1	14	2	8	6	10	12	12
1	4	5	2	1	12	13	11
1	8	5	14	6	5	2	8
1	7	14	12	4	1	3	9
1	5	7	11	13	11	13	6
1	1	1	6	12	3	11	3
1	7	8	8	12	9	1	1
1	8	12	2	9	4	9	5
1	6	3	13	10	10	13	9
1	11	13	14	11	13	7	3
1	9	7	1	4	8	4	2
1	1	4	10	2	12	5	9
1	8	10	7	13	10	8	14
1	12	13	13	1	2	1	4
1	2	8	3	6	4	14	6
1	7	11	4	8	2	8	10
1	5	6	7	11	12	4	1
1	10	5	13	4	13	6	12
